movieid,actorid,actor_movie_rank
5253,2179090,41
5253,2360907,24
5253,2436172,47
5253,2475553,6
5253,2490181,32
5253,2752832,15
5253,3077633,23
5253,3140149,29
5253,3258183,31
5253,3271981,42
5253,3278139,1
5253,3347167,27
5253,3396371,8
5253,3496130,44
5253,3539236,14
5253,3558216,28
5253,3639449,12
5253,3663299,48
5253,3694440,20
5253,3789962,37
5253,3807786,26
5253,3819964,25
5254,64691,12
5254,78419,49
5254,89511,32
5254,152446,54
5254,169474,9
5254,202140,11
5254,217817,62
5254,298726,41
5254,334588,45
5254,338245,17
5254,504024,57
5254,506840,2
5254,573645,20
5254,719294,61
5254,749056,4
5254,884986,37
5254,905482,38
5254,1004604,35
5254,1031737,30
5254,1125788,23
5254,1177972,67
5254,1402001,1
5254,1417853,8
5254,1508524,48
5254,1670822,58
5254,1675798,10
5254,1725367,29
5254,1738691,14
5254,1744490,59
5254,1760866,19
5254,1777991,13
5254,1855731,24
5254,1865633,16
5254,1933207,5
5254,2031159,22
5254,2115219,7
5254,2143577,51
5254,2169747,50
5254,2277817,65
5254,2392149,64
5254,2423361,34
5254,2430049,44
5254,2631636,18
5254,2639813,42
5254,2696406,56
5254,2717872,40
5254,2837059,25
5254,2842240,28
5254,2881973,15
5254,2899766,3
5254,2908456,60
5254,2965191,66
5254,3005354,21
5254,3019338,55
5254,3029907,63
5254,3029975,43
5254,3068682,6
5254,3105499,47
5254,3192457,46
5254,3262034,53
5254,3281259,31
5254,3562547,27
5254,3587000,52
5254,3676563,33
5254,3748313,36
5254,3881785,39
5254,3939029,26
5269,2021,24
5269,62534,9
5269,117035,8
5269,154032,28
5269,294501,38
5269,376243,21
5269,403380,15
5269,659815,36
5269,685274,17
5269,738567,13
5269,809646,3
5269,817785,31
5269,829389,26
5269,830500,14
5269,895677,10
5269,1065874,27
5269,1367263,7
5269,1373119,23
5269,1405914,25
5269,1446897,4
5269,1539648,16
5269,1634302,37
5269,2092461,33
5269,2118870,19
5269,2147385,18
5269,2217836,2
5269,2603046,22
5269,2691932,30
5269,2728790,11
5269,2798276,12
5269,2800987,20
5269,2918303,35
5269,2996965,32
5269,3251912,1
5269,3419943,6
5269,3553787,29
5269,3799777,5
5269,3931521,34
5282,146906,17
5282,215914,70
5282,276551,74
5282,392461,59
5282,613186,62
5282,751108,24
5282,863219,1
5282,959304,69
5282,1021447,2
5282,1038384,44
5282,1043165,6
5282,1142452,25
5282,1165466,58
5282,1181164,68
5282,1261997,66
5282,1291618,29
5282,1347413,50
5282,1439566,71
5282,1470045,72
5282,1501271,13
5282,1649105,19
5282,1688606,73
5282,1767632,75
5282,1779592,46
5282,1836532,67
5282,1917003,15
5282,1973202,56
5282,2004969,53
5282,2167329,8
5282,2167330,7
5282,2277722,57
5282,2426313,16
5282,2437182,14
5282,2467274,55
5282,2600600,54
5282,2611493,35
5282,2711704,18
5282,2798681,9
5282,2805478,5
5282,2805618,4
5282,2818112,48
5282,2818170,49
5282,2834512,27
5282,2890853,22
5282,2902563,32
5282,2984424,31
5282,3001422,40
5282,3020132,21
5282,3065976,60
5282,3071841,37
5282,3084687,30
5282,3124603,33
5282,3158313,41
5282,3174563,34
5282,3197118,11
5282,3207868,39
5282,3216450,64
5282,3353637,61
5282,3408584,36
5282,3440878,28
5282,3444980,51
5282,3538576,45
5282,3538612,47
5282,3542214,52
5282,3545533,38
5282,3730118,3
5282,3736624,42
5282,3761084,63
5282,3766770,43
5282,3781311,12
5282,3802941,10
5282,3846646,26
5282,3885584,23
5282,3898471,65
5282,3915130,20
5283,125127,40
5283,200831,12
5283,221593,41
5283,240336,44
5283,256523,32
5283,260285,36
5283,360530,19
5283,412301,3
5283,514893,18
5283,602562,28
5283,641251,22
5283,687439,15
5283,736653,14
5283,1072668,5
5283,1095459,37
5283,1212895,38
5283,1264350,16
5283,1301866,4
5283,1352916,22
5283,1484101,7
5283,1490600,1
5283,1590325,8
5283,1722283,6
5283,1792010,24
5283,1971334,35
5283,1981984,29
5283,2064034,17
5283,2084191,42
5283,2093158,33
5283,2133608,30
5283,2147615,9
5283,2256643,34
5283,2280824,10
5283,2615120,8
5283,2732339,13
5283,2789591,43
5283,2813831,45
5283,2871634,20
5283,3378069,26
5283,3488043,46
5283,3506927,25
5283,3549474,23
5283,3562785,27
5283,3563010,2
5283,3693270,31
5283,3886012,11
5283,3939603,39
5292,9757,22
5292,62227,32
5292,103211,1
5292,316387,42
5292,424391,5
5292,440091,8
5292,508444,6
5292,517205,34
5292,721678,30
5292,893670,17
5292,1100801,24
5292,1116072,44
5292,1235478,16
5292,1312160,33
5292,1411033,2
5292,1513750,31
5292,1514082,43
5292,1573516,21
5292,1646994,4
5292,1754201,9
5292,1808282,3
5292,1884242,15
5292,2424805,35
5292,2547818,25
5292,2578126,14
5292,2668266,13
5292,2793093,41
5292,2807779,20
5292,2939215,36
5292,3072956,37
5292,3113996,10
5292,3129322,23
5292,3252656,27
5292,3317103,29
5292,3325462,38
5292,3398584,28
5292,3484752,18
5292,3517197,11
5292,3596939,12
5292,3650106,19
5292,3650653,7
5292,3728868,40
5292,3761516,39
5292,3762410,26
5293,231831,17
5293,270379,8
5293,338059,11
5293,349520,9
5293,601519,2
5293,602027,5
5293,800045,21
5293,1004896,7
5293,1043353,10
5293,1071603,16
5293,1158040,6
5293,1724647,1
5293,2309662,22
5293,2474536,19
5293,2501580,25
5293,2539853,3
5293,3133849,18
5293,3308337,13
5293,3537522,24
5293,3618655,23
5293,3665954,20
5293,3705190,12
5293,3720027,14
5293,3781744,4
5293,3814564,15
5294,196155,4
5294,330104,10
5294,485305,2
5294,512455,1
5294,767558,15
5294,1018128,14
5294,1298290,5
5294,1323349,8
5294,1478713,13
5294,1489425,7
5294,1629882,11
5294,1757405,9
5294,1974876,6
5294,2211829,3
5294,3899742,12
5295,81865,11
5295,342723,2
5295,367076,22
5295,394939,13
5295,565494,1
5295,587668,16
5295,596636,17
5295,617338,9
5295,630023,4
5295,853840,7
5295,1308118,20
5295,1387591,6
5295,1391406,19
5295,1425853,27
5295,1620272,28
5295,1772480,10
5295,1813418,29
5295,2273473,12
5295,2339608,15
5295,2536323,21
5295,2732911,18
5295,2858211,23
5295,3006262,24
5295,3194966,25
5295,3203418,14
5295,3260163,26
5295,3602560,8
5295,3672832,3
5295,3688475,5
5295,3769058,30
5306,30286,42
5306,56517,30
5306,206297,41
5306,289105,28
5306,318420,33
5306,391233,5
5306,608538,44
5306,734626,35
5306,877083,1
5306,914781,12
5306,939732,7
5306,1158058,2
5306,1162382,37
5306,1460215,24
5306,1475070,6
5306,1491154,36
5306,1590054,40
5306,1671334,10
5306,1681771,17
5306,1741332,15
5306,1763073,18
5306,1877679,39
5306,1899946,45
5306,1906670,29
5306,2135382,31
5306,2166278,32
5306,2234257,43
5306,2260312,25
5306,2260448,13
5306,2275578,34
5306,2309017,26
5306,2320293,11
5306,2367418,38
5306,2469326,9
5306,2471218,8
5306,2562986,20
5306,2726365,22
5306,2916041,4
5306,2926070,21
5306,2969492,23
5306,3321847,14
5306,3609575,3
5306,3743459,27
5306,3747365,16
5306,3902191,19
5319,110721,22
5319,200873,56
5319,298389,47
5319,300292,39
5319,380635,43
5319,486900,32
5319,517554,18
5319,517631,35
5319,525692,33
5319,546408,49
5319,636036,31
5319,642507,24
5319,716941,23
5319,720914,26
5319,721787,40
5319,935925,51
5319,1014988,1
5319,1045634,44
5319,1049143,16
5319,1133376,20
5319,1236308,48
5319,1238243,37
5319,1247539,41
5319,1292683,13
5319,1389155,17
5319,1391700,4
5319,1422894,52
5319,1435411,6
5319,1438062,8
5319,1456467,53
5319,1527966,9
5319,1643681,27
5319,1664771,45
5319,1883653,54
5319,1929573,14
5319,1939767,2
5319,2114020,36
5319,2132188,10
5319,2203799,3
5319,2215937,55
5319,2221425,12
5319,2240417,50
5319,2368738,15
5319,2394967,42
5319,2398071,60
5319,2400218,61
5319,2514683,38
5319,2547269,21
5319,2548338,57
5319,2648887,7
5319,2709979,59
5319,3055304,19
5319,3576323,46
5319,3647582,25
5319,3731714,11
5319,3745465,30
5319,3748904,29
5319,3889342,34
5319,3890985,5
5319,3932039,58
5319,3955314,28
5320,124538,39
5320,276318,30
5320,458302,23
5320,458381,21
5320,604282,18
5320,793369,4
5320,983497,40
5320,1107677,35
5320,1127202,33
5320,1180380,36
5320,1216748,19
5320,1333594,29
5320,1357821,41
5320,1390463,8
5320,1402340,45
5320,1464843,34
5320,1541031,42
5320,1598715,44
5320,1878183,16
5320,2076935,15
5320,2139514,13
5320,2666671,20
5320,2724050,1
5320,2728498,2
5320,2954071,3
5320,3014259,25
5320,3100455,28
5320,3117135,22
5320,3162822,5
5320,3169560,6
5320,3216490,7
5320,3379883,14
5320,3380408,10
5320,3603793,43
5320,3670772,31
5320,3675473,46
5320,3695225,11
5320,3717805,17
5320,3734298,9
5320,3832199,27
5320,3879583,24
5320,3890293,12
5320,3896416,37
5320,3898257,26
5320,3919368,32
5320,3937905,38
5321,271930,27
5321,271932,9
5321,554522,18
5321,568386,20
5321,708843,22
5321,819500,14
5321,844143,16
5321,877610,10
5321,1037297,1
5321,1196605,29
5321,1255969,15
5321,1269291,23
5321,1479248,28
5321,1643361,5
5321,1754959,17
5321,1817387,12
5321,1838425,7
5321,2202878,32
5321,2293830,24
5321,2463274,26
5321,2517610,6
5321,2716934,25
5321,2822139,4
5321,2834924,34
5321,2844337,8
5321,2899393,13
5321,2949906,33
5321,3422428,21
5321,3539990,19
5321,3544953,3
5321,3673678,30
5321,3704227,31
5321,3758278,11
5321,3835155,2
5324,101860,5
5324,173166,47
5324,280406,30
5324,284736,31
5324,298958,46
5324,306148,10
5324,306225,48
5324,328516,34
5324,435762,33
5324,447314,51
5324,473800,15
5324,488746,21
5324,630905,40
5324,634936,29
5324,689234,18
5324,753598,9
5324,854096,37
5324,868171,14
5324,880701,8
5324,935436,49
5324,999683,53
5324,1005473,54
5324,1014802,17
5324,1057556,19
5324,1151509,11
5324,1304629,55
5324,1335137,3
5324,1393852,26
5324,1421849,20
5324,1490242,12
5324,1571186,56
5324,1674799,24
5324,1675044,57
5324,1678998,7
5324,1839848,1
5324,1916061,58
5324,1979295,22
5324,2043896,16
5324,2093425,13
5324,2231205,59
5324,2352251,25
5324,2415584,60
5324,2429570,61
5324,2443859,50
5324,2468711,62
5324,2630609,27
5324,2658384,23
5324,2709445,28
5324,2746767,4
5324,2897741,32
5324,2928255,52
5324,2952127,6
5324,2997171,2
5324,3023107,39
5324,3023109,38
5324,3023110,36
5324,3023112,42
5324,3139229,44
5324,3249000,43
5324,3377055,41
5324,3708792,35
5324,3755654,45
5325,101872,18
5325,138958,17
5325,164550,2
5325,172619,27
5325,328662,1
5325,339208,16
5325,458109,14
5325,524384,19
5325,528359,26
5325,571117,22
5325,572015,25
5325,595246,35
5325,660523,4
5325,891095,36
5325,969073,7
5325,1049738,31
5325,1061413,11
5325,1154601,29
5325,1217514,43
5325,1470825,20
5325,1478967,33
5325,1585157,30
5325,1591006,24
5325,1592179,12
5325,1695093,42
5325,1713948,15
5325,1978197,5
5325,2131839,10
5325,2137022,21
5325,2163958,39
5325,2203799,3
5325,2249429,34
5325,2250061,28
5325,2283476,13
5325,2358018,6
5325,2453960,23
5325,2476597,8
5325,2511434,37
5325,2511817,32
5325,2522802,41
5325,2580002,44
5325,2775081,38
5325,3040878,45
5325,3170928,40
5325,3485767,9
5325,3497005,46
5325,3574639,47
5325,3674749,48
5325,3689502,49
5329,45460,7
5329,116763,32
5329,185432,16
5329,226544,13
5329,343711,15
5329,509335,31
5329,665824,9
5329,750592,27
5329,875071,1
5329,1087126,12
5329,1517547,29
5329,1647357,10
5329,1804131,30
5329,1984667,6
5329,1988818,21
5329,2030865,19
5329,2052248,35
5329,2201306,4
5329,2380804,8
5329,2491197,36
5329,2563151,3
5329,2595577,23
5329,2800054,14
5329,2814879,17
5329,2822499,33
5329,2968384,28
5329,2995302,5
5329,2997171,2
5329,3106072,26
5329,3574496,34
5329,3611654,18
5329,3651120,22
5329,3663241,24
5329,3691094,25
5329,3702734,11
5329,3833021,20
5348,32699,27
5348,234423,20
5348,441581,33
5348,524712,4
5348,588984,23
5348,604189,37
5348,611291,48
5348,703481,35
5348,718980,26
5348,753743,28
5348,825241,7
5348,949750,40
5348,1175831,38
5348,1234965,46
5348,1315105,32
5348,1364240,14
5348,1615665,21
5348,1617293,25
5348,1678998,1
5348,1817602,3
5348,1898003,34
5348,1970009,47
5348,2196438,40
5348,2207333,41
5348,2219608,49
5348,2415206,22
5348,2797658,13
5348,2806725,29
5348,2809476,9
5348,2812257,12
5348,2833089,44
5348,2833092,43
5348,2833096,45
5348,2846043,16
5348,2897174,18
5348,2965672,2
5348,3157763,15
5348,3164952,19
5348,3283163,6
5348,3287775,8
5348,3413759,17
5348,3578554,11
5348,3601484,10
5348,3721468,42
5348,3757269,30
5348,3890490,39
5348,3893949,5
5348,3894338,31
5348,3950523,24
5349,50596,12
5349,69932,14
5349,97594,15
5349,190942,17
5349,228978,18
5349,306656,19
5349,561742,23
5349,717431,25
5349,719756,26
5349,935436,28
5349,988964,29
5349,1234956,31
5349,1252181,32
5349,1303434,8
5349,1484838,5
5349,1572881,35
5349,1804738,38
5349,1875117,40
5349,1907368,6
5349,1913895,9
5349,2014163,2
5349,2197622,4
5349,2201836,46
5349,2276199,47
5349,2590079,13
5349,2649463,16
5349,2737303,7
5349,2752192,3
5349,2761591,20
5349,2772126,1
5349,2839419,21
5349,2855889,22
5349,2900731,24
5349,3067585,30
5349,3080860,10
5349,3095355,11
5349,3302246,33
5349,3377957,34
5349,3442768,36
5349,3546435,37
5349,3558765,39
5349,3595222,41
5349,3628125,42
5349,3717464,43
5349,3744966,44
5349,3750008,45
5349,3862730,27
5349,3885321,48
5349,3890267,49
5349,3947426,50
5350,76120,47
5350,138357,54
5350,154637,92
5350,157602,55
5350,185809,89
5350,211521,43
5350,221434,68
5350,313155,75
5350,339208,8
5350,409100,27
5350,433721,7
5350,488824,1
5350,580345,33
5350,580346,32
5350,586712,104
5350,605274,93
5350,692749,25
5350,728325,18
5350,750286,49
5350,875428,44
5350,879083,11
5350,882272,41
5350,940290,3
5350,948777,77
5350,968799,15
5350,990842,74
5350,1017631,95
5350,1085718,20
5350,1121391,39
5350,1161729,40
5350,1190293,5
5350,1291575,46
5350,1311985,53
5350,1355697,31
5350,1424589,76
5350,1485614,4
5350,1522764,48
5350,1592179,29
5350,1643361,35
5350,1715193,14
5350,1731491,100
5350,1745896,58
5350,1773716,69
5350,1865448,70
5350,1873212,26
5350,1878319,24
5350,2015526,78
5350,2094363,102
5350,2120227,86
5350,2197641,85
5350,2203799,56
5350,2259222,19
5350,2320361,51
5350,2339451,91
5350,2399711,2
5350,2411917,73
5350,2414736,36
5350,2453003,83
5350,2458478,28
5350,2492404,9
5350,2505581,50
5350,2602849,16
5350,2609665,105
5350,2617913,72
5350,2699196,60
5350,2745844,6
5350,2763201,59
5350,2807625,80
5350,2822182,42
5350,2899364,90
5350,2960675,17
5350,2983761,94
5350,2988525,23
5350,3021729,62
5350,3021937,64
5350,3054248,66
5350,3066709,45
5350,3110973,12
5350,3136753,84
5350,3169776,96
5350,3178168,61
5350,3178169,63
5350,3178170,65
5350,3245963,57
5350,3291815,71
5350,3299495,21
5350,3344542,103
5350,3421718,97
5350,3431045,88
5350,3431050,79
5350,3434182,38
5350,3436015,30
5350,3455091,98
5350,3487151,99
5350,3496048,82
5350,3528764,101
5350,3579901,81
5350,3593852,52
5350,3616314,87
5350,3620037,67
5350,3651282,37
5350,3689586,10
5350,3719866,13
5350,3732433,22
5350,3734174,34
5351,142522,28
5351,191745,22
5351,210469,12
5351,265513,9
5351,300453,30
5351,362260,31
5351,425662,8
5351,819751,20
5351,893545,4
5351,955360,19
5351,1082357,23
5351,1170958,37
5351,1440991,26
5351,1484596,11
5351,1651283,18
5351,1861807,27
5351,2421926,33
5351,2674949,24
5351,2754610,21
5351,2817200,42
5351,2817419,43
5351,2954104,35
5351,2954149,17
5351,3020250,40
5351,3033780,32
5351,3143625,41
5351,3145484,38
5351,3157852,29
5351,3261935,6
5351,3261936,5
5351,3279438,13
5351,3330268,7
5351,3397333,25
5351,3419933,3
5351,3419953,16
5351,3487376,14
5351,3619741,15
5351,3662753,36
5351,3662755,1
5351,3662756,34
5351,3667543,2
5351,3808697,39
5351,3887967,10
5352,32523,46
5352,97601,5
5352,228389,29
5352,277162,22
5352,286160,17
5352,295325,24
5352,313673,21
5352,422075,13
5352,433301,18
5352,435427,16
5352,606224,3
5352,642272,38
5352,709157,12
5352,876009,23
5352,877228,40
5352,1043631,10
5352,1079831,4
5352,1194841,2
5352,1275932,11
5352,1325670,1
5352,1483505,6
5352,1499814,25
5352,1507329,14
5352,1590481,41
5352,1637655,44
5352,1830378,26
5352,1836348,47
5352,1910475,27
5352,2141623,43
5352,2211137,32
5352,2409051,35
5352,2504030,34
5352,2575990,39
5352,2578048,20
5352,2642640,7
5352,2659399,28
5352,2700121,36
5352,2718353,42
5352,2790702,30
5352,2825571,45
5352,2933450,8
5352,2991607,31
5352,3077056,37
5352,3568833,48
5352,3757998,15
5352,3920218,9
5352,3927258,33
5352,3942131,19
5353,152072,24
5353,369237,4
5353,440581,23
5353,681296,15
5353,818611,13
5353,1060382,22
5353,1163743,18
5353,1206963,1
5353,1269220,10
5353,1323362,20
5353,1348940,8
5353,2040732,9
5353,2092460,14
5353,2141496,3
5353,2160836,6
5353,2385658,21
5353,2409836,12
5353,2610712,19
5353,3050949,16
5353,3274062,7
5353,3324570,5
5353,3370085,17
5353,3732666,2
5353,3744966,11
5354,62341,64
5354,107073,7
5354,125769,18
5354,161715,17
5354,237730,16
5354,264152,31
5354,301170,42
5354,316365,11
5354,368591,61
5354,415056,59
5354,415244,66
5354,422659,12
5354,474641,4
5354,484254,35
5354,516956,8
5354,563995,40
5354,599431,51
5354,642924,52
5354,739871,27
5354,757288,26
5354,778422,5
5354,783862,57
5354,839765,53
5354,859039,37
5354,938845,6
5354,957467,23
5354,975450,54
5354,1032844,33
5354,1039270,45
5354,1073912,60
5354,1099528,55
5354,1200631,49
5354,1237890,67
5354,1318896,58
5354,1486558,13
5354,1501497,15
5354,1562216,32
5354,1569780,39
5354,1735327,68
5354,1835355,10
5354,1939404,43
5354,2015522,1
5354,2052846,28
5354,2087058,63
5354,2143693,69
5354,2148073,14
5354,2175151,36
5354,2263590,19
5354,2294629,71
5354,2331674,3
5354,2414737,46
5354,2444017,24
5354,2471131,47
5354,2476523,34
5354,2549076,29
5354,2595411,21
5354,2676219,65
5354,2818372,48
5354,2841911,30
5354,2945615,9
5354,2983761,62
5354,3107459,38
5354,3119928,56
5354,3187008,22
5354,3302193,41
5354,3401468,44
5354,3458309,25
5354,3507070,20
5354,3651189,2
5354,3816965,70
5354,3929965,50
5355,17309,39
5355,180300,36
5355,319243,38
5355,794554,23
5355,873511,14
5355,901175,24
5355,1102415,27
5355,1235252,33
5355,1295576,12
5355,1548960,21
5355,1605054,18
5355,1624564,41
5355,1671991,16
5355,1914581,26
5355,1981811,1
5355,2173906,32
5355,2469424,25
5355,2486447,35
5355,2491511,40
5355,2580848,10
5355,2680988,3
5355,2834810,7
5355,2916041,9
5355,2990910,31
5355,3001076,6
5355,3020385,37
5355,3020914,4
5355,3094706,30
5355,3167109,29
5355,3191522,5
5355,3371822,20
5355,3435753,2
5355,3436919,34
5355,3438648,17
5355,3485060,19
5355,3634653,13
5355,3636192,8
5355,3673662,28
5355,3770681,22
5355,3798592,42
5355,3895339,15
5355,3950271,11
5356,115242,14
5356,130268,6
5356,211498,25
5356,938651,2
5356,1111356,23
5356,1314848,7
5356,1504838,11
5356,1892183,12
5356,2146307,13
5356,2442521,21
5356,2557420,9
5356,2562662,19
5356,2631152,10
5356,2640766,15
5356,2680988,3
5356,2814022,5
5356,2924237,24
5356,2958015,8
5356,3233986,16
5356,3371972,17
5356,3542979,13
5356,3608538,1
5356,3684619,20
5356,3781395,4
5356,3827359,26
5356,3862596,22
5363,87355,56
5363,287987,15
5363,343689,17
5363,362576,22
5363,401900,2
5363,480726,93
5363,480807,21
5363,484503,38
5363,561443,60
5363,618524,65
5363,629354,12
5363,648372,39
5363,717492,23
5363,720031,89
5363,740140,9
5363,742174,87
5363,748380,24
5363,832211,7
5363,914010,91
5363,914710,20
5363,1004602,58
5363,1006376,55
5363,1066668,25
5363,1187440,26
5363,1230914,68
5363,1239379,14
5363,1324612,10
5363,1342697,3
5363,1394865,50
5363,1428137,90
5363,1454519,27
5363,1471026,40
5363,1481535,92
5363,1488430,78
5363,1489971,28
5363,1498777,63
5363,1521598,88
5363,1582705,16
5363,1587755,85
5363,1590528,11
5363,1594697,1
5363,1597454,29
5363,1632273,30
5363,1673858,31
5363,1677220,18
5363,1761994,32
5363,1811335,94
5363,1812012,5
5363,1878333,41
5363,1913729,33
5363,1924561,6
5363,1935315,34
5363,2051759,95
5363,2135208,62
5363,2142430,19
5363,2273247,44
5363,2278475,84
5363,2282378,13
5363,2296789,43
5363,2373762,46
5363,2414437,52
5363,2414749,36
5363,2415206,35
5363,2436064,37
5363,2487914,45
5363,2503106,86
5363,2503109,69
5363,2619922,70
5363,2643518,71
5363,2676643,53
5363,2715162,57
5363,2752042,72
5363,2799551,61
5363,2916959,74
5363,2955973,75
5363,3066876,76
5363,3374125,77
5363,3385492,8
5363,3413842,54
5363,3523294,83
5363,3541390,67
5363,3541392,66
5363,3543744,47
5363,3549460,82
5363,3572055,49
5363,3721627,59
5363,3735332,79
5363,3742172,4
5363,3767744,42
5363,3807285,48
5363,3892303,73
5363,3903767,64
5363,3915879,51
5363,3945194,80
5363,3950815,81
5364,7615,60
5364,37902,35
5364,125608,25
5364,131443,57
5364,174691,24
5364,199357,39
5364,216655,42
5364,220667,31
5364,223635,56
5364,343786,30
5364,377293,20
5364,471221,23
5364,486531,10
5364,507769,50
5364,743625,59
5364,795862,49
5364,849657,55
5364,865338,43
5364,875561,51
5364,885312,37
5364,991601,28
5364,1023576,32
5364,1072084,27
5364,1073122,40
5364,1106048,58
5364,1112805,18
5364,1116824,41
5364,1121265,1
5364,1166401,9
5364,1205918,34
5364,1213832,5
5364,1495669,19
5364,1504515,52
5364,1519034,17
5364,1764100,61
5364,1913793,54
5364,1927390,13
5364,1970088,21
5364,2082212,7
5364,2143867,14
5364,2147136,2
5364,2158587,47
5364,2167832,12
5364,2169706,16
5364,2173055,22
5364,2291943,53
5364,2303246,3
5364,2375142,15
5364,2422537,8
5364,2458478,29
5364,2699473,4
5364,2712658,45
5364,2776423,36
5364,2846487,6
5364,3140788,11
5364,3165685,48
5364,3195415,46
5364,3205060,44
5364,3742602,38
5364,3759017,33
5364,3763828,26
5366,168591,19
5366,463110,5
5366,973380,7
5366,1302618,14
5366,1375013,22
5366,1387813,12
5366,1394209,18
5366,1535897,10
5366,1831301,3
5366,1924369,13
5366,2093158,23
5366,2219947,24
5366,2473026,16
5366,2696528,11
5366,2807394,15
5366,2865219,17
5366,2949580,6
5366,2969809,20
5366,2973377,8
5366,3163157,1
5366,3437272,25
5366,3442480,21
5366,3561805,2
5366,3772736,4
5366,3914857,9
5368,129112,1
5368,144121,24
5368,319124,4
5368,353539,12
5368,434404,11
5368,455075,19
5368,563792,8
5368,606589,16
5368,733190,22
5368,746294,27
5368,778097,17
5368,794641,31
5368,833908,32
5368,975440,25
5368,1165189,20
5368,1165814,9
5368,1169845,13
5368,1174376,6
5368,1341483,18
5368,1470974,10
5368,1480185,2
5368,1490991,23
5368,1503644,30
5368,1597987,5
5368,1679874,26
5368,2106462,7
5368,2284264,14
5368,2896481,29
5368,3231723,15
5368,3370468,28
5368,3576229,21
5368,3688670,3
5369,24725,3
5369,124574,20
5369,125160,37
5369,141589,10
5369,281065,23
5369,327691,18
5369,333143,26
5369,379967,46
5369,384524,28
5369,478362,7
5369,518897,19
5369,625638,11
5369,871648,55
5369,881149,45
5369,925996,5
5369,969859,48
5369,986876,49
5369,992830,8
5369,1000621,1
5369,1120325,43
5369,1128637,24
5369,1241861,51
5369,1250969,32
5369,1290791,35
5369,1390676,47
5369,1468025,2
5369,1495406,14
5369,1569269,38
5369,1579325,15
5369,1623516,36
5369,1649115,6
5369,1684130,16
5369,1766664,31
5369,1916446,53
5369,2027583,41
5369,2028686,22
5369,2086477,39
5369,2108451,21
5369,2169661,9
5369,2170789,30
5369,2191526,42
5369,2201258,25
5369,2324717,34
5369,2330674,12
5369,2472360,17
5369,2622472,50
5369,2887847,40
5369,2983407,27
5369,3190344,13
5369,3274062,4
5369,3464924,52
5369,3546320,44
5369,3627536,54
5369,3628396,33
5369,3918324,29
5372,109390,9
5372,121207,10
5372,346879,12
5372,586515,15
5372,621487,4
5372,1263275,18
5372,1340471,7
5372,1493526,6
5372,1594772,24
5372,1667429,25
5372,1886463,26
5372,2020033,27
5372,2050108,28
5372,2058694,29
5372,2184954,31
5372,2246214,1
5372,2320544,32
5372,2438041,8
5372,2557420,3
5372,2668777,11
5372,2789465,13
5372,2790755,2
5372,2806870,14
5372,2898533,5
5372,3230500,16
5372,3260036,19
5372,3274369,33
5372,3351372,20
5372,3366820,21
5372,3375964,22
5372,3430925,23
5372,3581178,34
5372,3707920,30
5372,3792256,17
5381,390340,16
5381,642964,28
5381,1102438,17
5381,1161682,12
5381,1199766,8
5381,1260741,25
5381,1326256,27
5381,1361642,2
5381,1381398,13
5381,1477903,29
5381,1485185,22
5381,1521358,10
5381,1653074,9
5381,1657167,20
5381,1908463,3
5381,1963197,26
5381,2109491,19
5381,2223833,18
5381,2278576,5
5381,2327596,21
5381,2625848,23
5381,2631890,11
5381,2827790,1
5381,2982559,14
5381,3175544,4
5381,3335215,24
5381,3374191,6
5381,3644884,15
5381,3654574,7
5381,3812941,30
5383,91040,1
5383,187661,22
5383,295119,23
5383,385715,16
5383,501195,8
5383,605691,5
5383,664070,21
5383,775446,15
5383,1011132,12
5383,1117970,9
5383,1574935,14
5383,1720164,6
5383,1922986,7
5383,2145058,11
5383,2203426,17
5383,2266990,3
5383,2429479,18
5383,3156906,4
5383,3213492,19
5383,3650265,10
5383,3776892,20
5383,3918171,13
5383,3931667,2
5384,10150,17
5384,26899,41
5384,75090,20
5384,187671,12
5384,335762,3
5384,339324,42
5384,400372,14
5384,431320,36
5384,494910,31
5384,698895,34
5384,737113,18
5384,825229,21
5384,828877,28
5384,860543,22
5384,1005023,13
5384,1064781,9
5384,1460076,24
5384,1618180,27
5384,1639373,7
5384,1655775,6
5384,1698064,35
5384,1808985,25
5384,1814121,4
5384,1843603,40
5384,1848505,39
5384,1888591,5
5384,1888849,15
5384,1970629,26
5384,1981311,16
5384,2026408,23
5384,2102965,19
5384,2102966,11
5384,2109375,37
5384,2172993,1
5384,2184141,2
5384,2210238,32
5384,2220071,29
5384,2231272,33
5384,2400322,38
5384,2499068,10
5384,3871110,30
5385,79338,27
5385,414267,19
5385,605754,13
5385,745634,1
5385,764466,21
5385,794209,14
5385,927786,17
5385,1091085,11
5385,1265540,24
5385,1275176,7
5385,1288698,3
5385,1342697,4
5385,1387107,22
5385,1455595,12
5385,1477959,15
5385,1702871,18
5385,1752786,28
5385,2238689,26
5385,2417007,20
5385,2498223,9
5385,2532241,10
5385,2630489,16
5385,2843998,2
5385,3035958,8
5385,3068635,30
5385,3101694,5
5385,3101695,6
5385,3350440,23
5385,3624501,25
5386,12714,15
5386,64855,55
5386,104828,37
5386,115734,95
5386,329797,8
5386,458109,27
5386,488824,81
5386,571873,84
5386,601462,38
5386,628460,58
5386,636261,59
5386,691689,16
5386,870451,3
5386,884986,32
5386,884987,33
5386,920269,62
5386,987273,63
5386,992354,13
5386,1023197,28
5386,1111595,51
5386,1120028,86
