userid,movieid,tagid,timestamp
13403,6428,19,"2006-01-30 04:28:41"
13403,6642,215,"2006-02-07 16:08:15"
13403,7755,623,"2006-01-29 18:15:33"
13403,8108,19,"2006-01-31 10:51:23"
13403,8772,323,"2006-02-09 08:54:18"
13403,8777,215,"2006-02-07 15:55:52"
13454,6119,464,"2006-01-29 20:59:51"
13454,6278,155,"2006-01-29 21:00:02"
13701,5520,909,"2006-07-22 16:09:21"
13937,8246,1110,"2006-12-29 14:54:33"
13970,4626,417,"2006-02-06 16:10:49"
14160,6763,145,"2006-01-31 22:59:31"
14171,4785,829,"2007-10-26 16:09:19"
14222,4723,777,"2007-11-23 21:41:43"
14222,4870,777,"2006-10-15 23:41:02"
14222,4932,777,"2007-09-01 15:33:33"
14222,6187,777,"2006-08-01 19:25:11"
14222,7180,777,"2006-09-30 21:06:18"
14222,7815,777,"2006-07-29 21:24:34"
14222,7939,777,"2006-10-15 23:42:04"
14222,8166,776,"2006-08-01 19:26:35"
14222,8211,777,"2006-10-15 23:40:08"
14222,8269,776,"2006-10-15 23:41:13"
14222,8734,777,"2006-07-29 21:29:22"
14239,4870,498,"2006-02-01 08:17:39"
14239,7934,989,"2006-02-01 08:18:46"
14423,5369,1085,"2006-01-12 15:22:37"
14423,5857,1085,"2006-01-12 15:30:34"
14423,6654,883,"2006-01-12 15:12:08"
14423,8248,743,"2006-01-12 15:26:05"
14498,4917,1096,"2008-08-29 05:21:18"
14498,6759,107,"2008-08-29 05:18:45"
14599,8753,725,"2007-11-06 03:20:51"
14648,4163,88,"2008-09-04 18:04:06"
14648,5350,778,"2008-09-01 02:09:42"
14648,6278,706,"2008-09-04 17:24:59"
14653,8158,97,"2006-03-31 00:14:31"
14653,8274,1096,"2007-01-25 13:27:13"
14653,8744,849,"2008-10-20 07:04:28"
14706,4155,479,"2007-01-01 17:51:53"
14706,6119,479,"2007-01-01 18:03:01"
14706,6829,479,"2007-01-01 18:00:40"
14706,8772,763,"2007-01-01 17:47:59"
14844,7258,80,"2006-02-03 15:33:21"
14844,8207,1108,"2006-02-03 16:52:04"
14844,8726,1108,"2006-06-19 16:02:52"
14918,5533,489,"2007-01-03 10:36:36"
14918,6270,785,"2007-01-04 04:36:15"
14918,6426,887,"2007-08-15 02:11:49"
14918,6643,1069,"2007-03-02 04:43:37"
14946,5407,45,"2006-01-24 13:18:01"
15096,6665,149,"2006-10-29 23:56:46"
15096,8254,458,"2006-10-29 23:57:39"
15111,7507,935,"2007-01-02 18:37:06"
15264,6089,416,"2006-01-15 23:39:49"
15264,6752,416,"2006-01-15 23:39:59"
15264,6844,416,"2006-01-15 23:39:30"
15264,7939,416,"2006-06-05 22:50:33"
15329,6763,1009,"2007-01-03 10:42:08"
15436,4214,1071,"2006-02-05 20:04:37"
15702,4138,415,"2006-01-26 22:55:46"
15702,5364,445,"2006-01-26 22:55:48"
15715,4214,371,"2006-02-06 18:02:49"
15715,5520,118,"2006-02-06 17:57:39"
15715,6270,734,"2006-02-06 17:49:11"
15715,6428,784,"2006-02-06 17:47:01"
15715,7034,996,"2006-02-06 17:50:18"
15783,7763,503,"2007-04-25 20:17:09"
15851,6119,417,"2007-11-04 21:36:12"
15851,6231,952,"2007-11-04 21:08:17"
15896,4796,553,"2006-02-07 11:34:47"
15896,4870,1114,"2006-02-07 11:19:51"
15896,5058,1097,"2006-02-07 11:28:33"
15896,5407,882,"2006-02-07 11:20:37"
15896,5890,415,"2006-02-07 11:19:41"
15896,6454,364,"2006-02-07 11:29:49"
15896,6768,155,"2006-02-07 11:34:08"
15896,7854,417,"2006-02-07 11:32:57"
15896,8214,1099,"2006-02-07 11:30:28"
16003,6278,763,"2006-01-19 17:59:25"
16133,7322,763,"2007-06-03 22:05:40"
16155,4785,652,"2007-11-07 11:31:15"
16155,4793,230,"2007-11-06 12:27:37"
16289,4155,846,"2006-02-08 17:49:04"
16289,4870,268,"2006-02-08 17:43:14"
16289,5283,942,"2006-02-08 17:38:07"
16289,6752,503,"2006-02-08 17:48:40"
16349,4785,995,"2008-09-06 17:01:06"
16389,5368,322,"2006-01-27 17:44:04"
16419,6763,1009,"2006-02-08 20:47:44"
16419,7202,333,"2006-02-08 20:51:51"
16419,7309,1009,"2006-02-08 20:47:51"
16610,4214,327,"2006-02-10 15:54:55"
16610,4793,785,"2006-02-10 01:16:04"
16610,6270,785,"2006-02-09 08:40:37"
16610,8768,576,"2006-02-10 01:13:30"
16664,6643,1067,"2007-01-26 18:05:24"
16766,4360,1071,"2006-04-01 15:09:41"
16766,5188,417,"2006-02-09 16:16:59"
16766,5354,417,"2006-02-09 14:53:53"
16766,5477,417,"2006-02-09 15:58:24"
16766,6089,1071,"2006-02-09 14:32:26"
16766,6165,417,"2006-02-09 15:56:43"
16766,6187,417,"2006-02-09 14:54:17"
16766,6270,417,"2006-02-09 15:40:48"
16766,6600,1072,"2006-02-09 15:39:48"
16766,6834,1072,"2006-02-09 16:14:05"
16766,7148,1071,"2006-02-09 15:58:22"
16766,7180,417,"2006-02-09 14:53:31"
16766,7265,417,"2006-02-09 15:59:33"
16766,7316,19,"2006-02-09 16:15:22"
16766,7330,1072,"2006-02-09 16:36:28"
16766,7854,417,"2006-02-09 15:51:45"
16766,8204,417,"2006-02-09 15:40:18"
16766,8786,1072,"2006-05-01 07:53:59"
16836,4549,1100,"2006-05-26 16:05:17"
16836,4870,498,"2006-04-08 02:08:20"
16836,8281,498,"2006-04-08 02:07:47"
16930,4214,863,"2006-02-10 09:31:39"
16930,7258,323,"2006-02-10 09:01:58"
17044,4214,536,"2007-02-22 04:44:28"
17044,4785,536,"2007-02-22 04:19:44"
17044,4793,536,"2007-02-22 04:55:59"
17044,6270,536,"2007-02-22 04:21:03"
17044,6428,536,"2007-02-22 04:55:23"
17044,6759,536,"2007-02-22 04:42:01"
17044,6763,536,"2007-02-21 08:32:22"
17044,7034,536,"2007-02-22 04:44:49"
17044,7248,536,"2007-02-21 08:14:47"
17044,7309,536,"2007-02-21 08:32:19"
17044,8267,536,"2007-02-22 04:40:10"
17044,8772,536,"2007-02-21 08:24:50"
17044,8777,536,"2007-02-21 08:19:26"
17288,4954,631,"2008-09-12 06:25:34"
17288,5123,64,"2008-09-12 06:34:13"
17288,5254,232,"2008-09-12 06:50:17"
17288,5364,230,"2008-09-12 07:03:49"
17288,5688,111,"2008-09-12 07:02:25"
17288,7034,107,"2008-09-12 06:53:45"
17288,7260,232,"2008-09-12 06:56:59"
17288,7763,230,"2008-09-12 07:03:46"
17288,7934,989,"2008-09-12 06:45:19"
17288,8254,903,"2008-09-12 06:42:26"
17312,4132,1121,"2007-09-17 03:15:50"
17312,4772,608,"2007-12-17 11:01:18"
17312,5253,674,"2007-08-27 16:47:16"
17312,5282,605,"2007-08-27 16:31:48"
17312,5350,605,"2007-07-24 11:49:18"
17312,5583,135,"2007-07-24 12:22:47"
17312,5694,135,"2007-07-24 12:27:27"
17312,5857,704,"2007-12-17 11:26:04"
17312,7258,798,"2007-12-17 11:13:01"
17312,7920,251,"2007-08-27 16:43:39"
17312,8077,1121,"2007-08-05 12:16:34"
17312,8772,159,"2007-12-17 11:21:53"
17461,4214,877,"2006-02-11 14:26:43"
17541,4780,780,"2006-01-22 19:15:26"
17541,8263,905,"2006-01-22 19:15:51"
17541,8726,661,"2006-01-22 19:18:07"
17561,8082,840,"2006-02-11 22:57:30"
17647,4214,371,"2006-02-15 21:24:19"
17647,4296,522,"2006-02-16 21:28:31"
17647,4810,323,"2006-02-16 21:13:47"
17647,4870,19,"2006-02-19 11:48:25"
17647,4917,1096,"2006-02-16 20:37:10"
17647,5204,863,"2006-02-12 11:52:25"
17647,5254,988,"2006-02-12 11:44:56"
17647,5846,323,"2006-02-16 21:25:54"
17647,6270,64,"2006-02-15 21:18:59"
17647,6423,988,"2006-02-12 11:48:39"
17647,6428,19,"2006-02-15 21:52:47"
17647,6454,323,"2006-02-19 11:51:03"
17647,6759,689,"2006-02-16 21:26:54"
17647,6763,1009,"2006-02-14 19:20:12"
17647,6777,522,"2006-02-16 21:29:01"
17647,6840,1037,"2006-02-12 11:30:31"
17647,7034,377,"2006-02-14 19:19:34"
17647,7036,863,"2006-02-16 21:24:34"
17647,7047,323,"2006-02-14 19:28:22"
17647,7049,1096,"2006-02-16 21:17:15"
17647,7142,863,"2006-02-16 20:32:57"
17647,7180,863,"2006-02-16 21:22:44"
17647,7248,323,"2006-02-15 21:44:27"
17647,7309,1009,"2006-02-14 19:20:24"
17647,7755,623,"2006-02-12 11:57:27"
17647,7934,988,"2006-02-12 11:43:39"
17647,8267,323,"2006-02-15 21:53:55"
17647,8772,324,"2006-02-12 11:23:21"
17653,4730,450,"2006-03-22 06:34:13"
17653,6056,450,"2006-03-22 06:39:57"
17725,4355,230,"2008-03-24 06:41:43"
17755,4214,877,"2006-01-15 11:33:05"
17755,4999,1022,"2006-01-15 11:18:10"
17755,7934,989,"2006-01-15 11:26:43"
17779,6983,315,"2007-01-20 15:17:41"
17813,5715,835,"2008-01-26 18:41:37"
17909,9102,905,"2006-01-26 13:53:49"
17978,8245,849,"2008-09-14 12:46:01"
18015,8760,763,"2007-03-15 10:36:28"
18082,3977,268,"2008-06-08 14:47:52"
18093,4132,1121,"2006-04-19 13:24:29"
18093,4155,691,"2006-04-19 03:07:35"
18093,4549,232,"2006-04-19 05:41:15"
18093,4551,849,"2007-09-16 21:47:11"
18093,4772,232,"2006-04-19 05:40:32"
18093,5199,691,"2006-04-19 02:57:21"
18093,5254,232,"2006-04-19 03:04:01"
18093,5282,691,"2006-04-19 02:55:49"
18093,5520,909,"2006-04-21 10:56:51"
18093,5855,705,"2006-04-19 05:31:58"
18093,6679,1087,"2006-04-21 10:47:10"
18093,7045,296,"2006-04-19 02:58:36"
18093,7247,305,"2006-04-19 05:38:17"
18093,7934,232,"2006-04-18 22:31:02"
18168,6600,575,"2006-08-07 02:14:51"
18384,4214,64,"2006-02-14 17:20:30"
18404,8738,425,"2007-11-14 15:17:27"
18473,4132,1126,"2006-02-14 23:49:07"
18666,4780,995,"2007-05-01 12:32:40"
18666,4785,995,"2007-05-01 13:04:56"
18666,4870,181,"2008-06-19 10:24:36"
18666,5127,599,"2006-04-13 14:56:47"
18666,5350,336,"2006-04-19 14:03:07"
18666,5386,770,"2008-06-19 11:08:34"
18666,5432,153,"2006-04-13 14:32:28"
18666,5805,336,"2006-04-19 13:46:41"
18666,6116,612,"2006-04-14 14:42:10"
18666,6119,608,"2007-05-01 13:08:03"
18666,6278,235,"2007-05-15 08:33:31"
18666,6427,994,"2007-05-15 08:36:00"
18666,6644,505,"2006-04-13 16:06:37"
18666,6645,354,"2007-05-01 13:07:02"
18666,6651,425,"2007-05-23 06:54:43"
18666,6665,149,"2006-04-13 16:37:28"
18666,7042,110,"2007-05-15 09:14:22"
18666,7248,642,"2006-04-13 16:01:50"
18666,8171,1128,"2006-04-13 16:28:36"
18666,9113,599,"2006-04-13 14:58:30"
18666,9130,599,"2007-05-01 12:41:16"
18786,8254,903,"2008-09-17 13:19:13"
18797,7239,165,"2006-02-16 13:00:40"
18802,8748,268,"2008-11-11 02:02:53"
18853,4132,1121,"2006-05-01 14:52:45"
18921,4214,371,"2006-02-17 06:50:13"
18983,5159,1067,"2007-07-11 10:42:37"
18983,6600,575,"2006-05-01 14:15:08"
18983,8282,1067,"2007-07-11 10:42:40"
19018,5846,296,"2006-01-23 18:37:26"
19054,6119,599,"2006-02-17 13:08:10"
19106,7934,988,"2006-04-12 22:32:39"
19175,5034,1067,"2006-09-04 13:21:06"
19391,4920,774,"2008-09-20 20:18:53"
19391,5963,505,"2008-12-07 19:03:57"
19460,4148,331,"2006-08-07 05:59:05"
19460,4917,1096,"2006-10-12 14:05:47"
19460,7322,992,"2007-01-03 11:34:04"
19493,7934,1072,"2006-02-19 12:14:21"
19562,6773,562,"2007-01-20 06:44:43"
19562,7251,563,"2007-01-20 06:44:07"
19762,5233,1099,"2006-12-05 15:43:39"
19762,8652,1099,"2006-09-04 12:30:46"
19854,7309,829,"2006-02-21 12:50:00"
19864,8211,1028,"2006-04-15 20:34:39"
19866,4780,780,"2006-02-21 18:14:16"
19866,6270,785,"2006-02-07 20:27:39"
19885,4057,155,"2006-02-21 13:50:36"
19885,4275,155,"2006-02-21 14:23:39"
19885,4607,155,"2006-02-21 14:00:38"
19885,4772,554,"2006-02-21 14:49:20"
19885,5078,554,"2006-03-08 12:25:55"
19885,5283,155,"2006-02-21 13:37:40"
19885,5369,155,"2006-05-25 14:23:27"
19885,5857,155,"2006-02-21 14:30:09"
19885,5890,417,"2006-02-21 14:29:58"
19885,6270,1072,"2006-02-21 13:38:10"
19885,6423,155,"2006-02-21 14:04:15"
19885,6453,155,"2006-02-21 14:23:53"
19885,6594,1073,"2006-03-09 11:52:45"
19885,6600,1073,"2006-02-21 14:25:05"
19885,6752,417,"2006-05-25 14:22:45"
19885,6840,155,"2006-02-21 14:09:54"
19885,7038,155,"2006-02-21 13:27:40"
19885,7249,554,"2006-02-21 14:23:32"
19885,7815,1073,"2006-05-25 14:22:19"
19885,8267,1072,"2006-02-21 14:46:34"
19909,4730,450,"2007-04-24 11:47:40"
19909,7041,900,"2007-08-04 14:19:31"
19923,4354,65,"2006-02-14 13:54:28"
19923,4922,293,"2006-05-12 13:32:12"
20591,4785,1028,"2008-05-28 04:40:14"
20729,4057,824,"2007-11-26 19:32:58"
20729,4252,731,"2007-11-27 14:59:38"
20729,4609,207,"2007-11-27 14:57:54"
20729,4641,968,"2007-11-26 19:32:32"
20729,4772,89,"2007-11-27 15:25:51"
20729,4922,727,"2007-11-26 19:36:09"
20729,5058,1080,"2007-11-28 15:46:00"
20729,5170,141,"2007-11-26 19:26:53"
20729,5482,731,"2007-12-01 17:08:42"
20729,5533,903,"2007-11-26 19:25:34"
20729,5775,682,"2007-11-26 19:37:13"
20729,6089,418,"2007-11-26 19:30:17"
20729,6273,262,"2007-11-27 14:19:38"
20729,6427,727,"2007-12-03 05:04:40"
20729,6509,79,"2007-11-27 14:25:08"
20729,6643,285,"2007-11-28 15:48:36"
20729,6759,587,"2007-11-27 14:25:34"
20729,6762,224,"2007-11-28 15:49:32"
20729,6844,505,"2007-11-27 15:23:40"
20729,7248,995,"2007-11-27 14:50:44"
20729,7763,230,"2007-11-26 19:34:13"
20729,8207,368,"2007-11-27 15:21:03"
20729,8246,733,"2007-11-27 14:51:22"
20729,8937,515,"2007-11-27 14:38:31"
20809,5350,419,"2006-02-26 03:49:45"
20897,6834,508,"2007-11-27 17:29:48"
20987,4546,304,"2007-11-27 23:19:49"
20987,5364,901,"2007-11-27 23:25:14"
20987,7260,232,"2007-12-29 09:52:20"
21011,5572,800,"2007-03-07 05:56:16"
21052,4882,652,"2007-01-25 17:19:08"
21052,7248,995,"2007-01-25 17:20:50"
21062,4793,785,"2006-02-27 07:42:15"
21101,4882,732,"2007-01-25 20:39:30"
21244,8777,431,"2006-03-14 19:53:06"
21272,8207,1108,"2006-01-18 09:45:42"
21272,8211,1028,"2006-01-18 09:42:53"
21348,4882,824,"2007-11-29 08:57:09"
21372,8777,431,"2006-12-11 13:14:21"
21374,4781,45,"2007-01-30 08:11:00"
21374,4785,1028,"2007-01-27 14:11:11"
21374,5350,1028,"2007-04-11 07:27:05"
21374,5783,45,"2007-01-30 05:02:59"
21374,5805,336,"2007-01-30 04:16:14"
21374,6223,824,"2007-02-14 18:47:54"
21374,6426,1028,"2007-01-30 05:04:14"
21374,6763,763,"2007-11-26 18:33:41"
21374,7248,642,"2007-02-02 17:15:00"
21374,7309,763,"2007-11-26 18:34:38"
21374,7824,847,"2007-02-23 06:46:29"
21374,7942,77,"2007-01-27 14:20:16"
21374,8159,1128,"2007-01-30 05:01:26"
21374,8211,1028,"2007-02-15 17:34:06"
21374,8777,362,"2007-05-11 07:57:35"
21513,6665,149,"2007-01-29 02:32:55"
21712,6278,763,"2006-06-15 16:32:02"
21767,5127,599,"2008-02-06 20:09:08"
22025,5572,800,"2006-03-05 09:01:55"
22025,5584,800,"2006-03-05 09:00:30"
22025,6664,800,"2006-03-05 08:57:50"
22025,7920,800,"2006-03-05 08:59:57"
22025,8051,800,"2006-03-05 08:59:27"
22025,8214,800,"2006-03-05 09:00:13"
22075,6600,846,"2007-01-29 10:10:19"
22095,4214,371,"2008-10-06 07:52:35"
22095,5204,1102,"2008-10-06 07:53:33"
22095,5254,232,"2008-10-06 07:52:14"
22095,6166,687,"2008-10-06 20:16:13"
22095,6819,582,"2008-10-08 13:18:54"
22095,7322,992,"2008-10-06 07:53:44"
22095,8082,235,"2008-10-30 12:53:31"
22125,4641,577,"2006-04-09 08:43:52"
22198,9079,324,"2006-02-07 11:54:48"
22609,5407,852,"2007-03-07 21:14:59"
22609,6509,1104,"2007-03-07 21:09:49"
22713,5123,844,"2006-06-29 12:10:57"
22713,5349,844,"2006-06-29 13:15:00"
22713,5784,844,"2006-06-29 12:11:31"
22713,6222,1050,"2007-11-27 08:27:05"
22713,6426,53,"2006-06-29 13:04:23"
22713,6428,1025,"2006-06-29 13:12:14"
22713,6482,1004,"2006-06-29 12:08:56"
22713,7755,1028,"2006-06-29 13:38:49"
22815,4296,901,"2007-02-02 11:44:26"
22815,4549,544,"2007-02-01 14:21:42"
22957,8108,43,"2006-06-01 14:56:32"
22957,8171,1128,"2006-04-08 12:57:34"
23011,6509,1047,"2008-11-01 11:05:23"
23032,5350,778,"2006-01-25 11:35:11"
23032,7047,903,"2006-02-04 07:06:41"
23032,7050,778,"2006-01-25 11:36:28"
23032,8254,460,"2006-12-02 09:00:45"
23110,3963,863,"2006-03-08 06:54:48"
23110,4214,64,"2006-03-08 05:04:47"
23110,4296,230,"2006-03-08 06:45:12"
23110,5254,989,"2006-03-08 06:32:17"
23110,6777,230,"2006-03-08 06:45:20"
23110,7322,503,"2006-03-08 04:09:58"
23110,7580,1016,"2006-05-11 14:26:13"
23110,7815,315,"2006-03-23 16:48:28"
23110,7938,509,"2006-03-08 06:52:25"
23110,8204,64,"2006-03-08 05:14:06"
23172,4148,331,"2006-05-21 08:37:26"
23172,4214,371,"2006-07-07 09:48:29"
23172,4626,1013,"2006-07-27 23:21:47"
23172,4641,577,"2006-07-28 23:30:57"
23172,4772,234,"2006-03-02 13:36:05"
23172,4793,785,"2006-05-30 00:12:47"
23172,4870,595,"2007-06-04 05:32:31"
23172,4899,439,"2006-04-15 19:12:28"
23172,4920,86,"2008-08-27 22:07:31"
23172,5041,541,"2006-11-02 15:46:07"
23172,5199,847,"2008-04-30 18:50:36"
23172,5254,988,"2006-04-07 10:23:50"
23172,5282,107,"2006-10-21 18:28:21"
23172,5283,965,"2006-06-16 06:44:15"
23172,5413,862,"2008-08-28 06:50:17"
23172,5520,909,"2006-08-11 10:46:47"
23172,5533,489,"2006-05-26 14:36:23"
23172,5572,482,"2006-12-28 14:14:50"
23172,5694,754,"2006-07-07 10:06:10"
23172,5713,755,"2006-07-07 10:02:36"
23172,5792,107,"2007-02-16 15:00:31"
23172,5845,964,"2006-05-25 09:25:05"
23172,6270,785,"2006-05-30 00:14:45"
23172,6273,202,"2006-06-23 06:52:42"
23172,6278,706,"2006-06-22 07:30:22"
23172,6428,623,"2006-03-24 10:52:23"
23172,6441,608,"2006-07-14 21:04:52"
23172,6455,1076,"2006-09-14 15:55:55"
23172,6484,795,"2006-08-12 00:55:36"
23172,6561,675,"2006-06-16 07:22:43"
23172,6600,86,"2007-04-24 19:39:23"
23172,6763,145,"2006-06-29 11:28:41"
23172,6819,582,"2006-09-22 19:52:44"
23172,7172,1013,"2006-01-12 23:13:38"
23172,7248,642,"2006-04-16 19:26:46"
23172,7755,623,"2007-02-09 12:28:53"
23172,7920,1022,"2006-12-28 14:15:07"
23172,7934,988,"2006-02-04 11:12:31"
23172,8245,732,"2007-07-13 14:24:43"
23172,8267,754,"2006-07-07 10:05:31"
23172,8281,498,"2006-07-20 19:45:49"
23172,8726,847,"2006-08-23 19:54:33"
23172,8762,675,"2006-08-11 10:44:23"
23172,8777,431,"2006-04-22 08:59:19"
23172,8926,1102,"2007-09-12 17:54:23"
23388,4057,86,"2007-02-26 09:03:59"
23388,4549,138,"2007-02-12 22:21:11"
23388,4780,1008,"2007-02-24 00:04:38"
23388,4785,829,"2007-03-06 07:08:26"
23388,4795,557,"2007-02-16 21:00:45"
23388,4920,1114,"2007-02-21 00:03:15"
23388,5295,717,"2007-02-16 03:08:48"
23388,5356,829,"2007-02-16 23:36:53"
23388,5407,344,"2007-02-16 15:51:26"
23388,5576,829,"2007-02-11 02:35:03"
23388,5695,282,"2007-03-07 09:37:16"
23388,5792,238,"2007-03-06 14:22:47"
23388,5852,325,"2007-02-16 21:31:52"
23388,5860,475,"2007-02-16 20:59:09"
23388,6063,351,"2007-02-16 03:43:14"
23388,6098,312,"2007-02-22 04:25:43"
23388,6168,30,"2007-03-06 07:04:25"
23388,6188,1020,"2007-02-16 21:06:35"
23388,6600,618,"2007-02-11 02:32:23"
23388,6763,982,"2007-02-12 16:18:04"
23388,7034,845,"2007-03-02 16:05:01"
23388,7239,138,"2007-03-06 14:32:40"
23388,7248,138,"2007-02-23 00:45:58"
23388,7309,982,"2007-02-12 16:19:59"
23388,7331,291,"2007-02-14 01:52:43"
23388,7872,86,"2007-03-06 13:40:53"
23388,8158,767,"2007-03-03 15:02:25"
23388,8652,351,"2007-02-17 19:43:31"
23388,8881,238,"2007-02-26 08:29:21"
23538,6437,788,"2006-02-18 22:38:10"
23647,4793,785,"2006-03-09 16:26:12"
23647,6231,315,"2006-03-09 15:57:43"
23647,6262,315,"2006-03-09 16:51:10"
23647,8315,315,"2006-03-09 17:24:53"
23850,5350,778,"2007-01-29 21:37:30"
23850,8211,1028,"2006-03-14 23:19:53"
23858,5775,151,"2006-01-27 20:37:54"
23947,4785,995,"2008-10-13 00:43:15"
23953,4780,331,"2006-04-20 21:27:36"
23953,7920,800,"2007-04-12 14:46:00"
24132,4870,498,"2006-03-11 22:11:24"
24132,6456,1096,"2006-03-11 22:17:12"
24132,8211,1028,"2006-03-11 21:56:34"
24221,4214,107,"2007-02-21 06:37:02"
24221,4785,645,"2007-02-21 06:00:32"
24221,5016,732,"2007-06-05 03:54:22"
24221,6426,729,"2007-03-09 21:03:56"
24221,7755,1028,"2007-02-23 07:54:03"
24221,8159,732,"2007-05-09 22:24:40"
24221,8755,732,"2008-02-16 22:27:18"
24231,4214,107,"2007-10-04 20:13:08"
24231,7325,1069,"2007-10-05 06:56:42"
24234,6576,417,"2006-01-17 17:38:24"
24234,7207,201,"2006-02-02 12:35:02"
24234,8131,201,"2006-02-16 14:58:35"
24234,8983,439,"2006-01-17 17:40:15"
24376,6270,734,"2007-04-24 03:30:28"
24376,7247,1127,"2007-07-31 07:14:58"
24495,7920,800,"2006-01-14 22:25:01"
24592,6600,54,"2006-03-14 04:21:57"
24815,6763,1009,"2006-03-15 02:24:24"
25038,6665,149,"2007-12-18 11:54:33"
25191,9090,323,"2006-01-19 10:57:04"
25244,6763,1009,"2007-02-10 23:53:51"
25244,7309,1009,"2007-02-10 23:54:08"
25286,8096,285,"2007-12-16 00:45:19"
25416,4214,107,"2008-10-19 07:12:06"
25450,4132,127,"2007-01-08 15:54:05"
25450,4214,829,"2006-01-23 14:08:27"
25450,4355,763,"2006-01-23 14:08:05"
25450,4636,418,"2006-01-23 13:31:01"
25450,4723,418,"2006-01-23 19:20:26"
25450,4920,285,"2006-01-23 13:49:11"
25450,5282,829,"2006-01-23 13:32:01"
25450,5694,366,"2006-01-23 13:32:49"
25450,6597,829,"2006-01-23 13:53:57"
25450,6645,676,"2006-01-23 13:53:03"
25450,6752,763,"2006-01-23 19:26:39"
25450,6759,366,"2006-01-23 13:34:48"
25450,6768,763,"2006-01-23 13:54:17"
25450,6834,763,"2006-01-23 19:27:56"
25450,7934,54,"2006-01-23 13:36:26"
25450,8246,418,"2006-01-23 13:36:10"
25450,8267,497,"2006-01-23 19:27:42"
25460,6058,501,"2007-06-11 10:36:50"
25460,6426,501,"2007-06-11 10:36:53"
25460,6453,245,"2007-06-10 10:16:45"
25460,6643,1106,"2007-06-10 09:28:19"
25460,7325,501,"2007-06-11 10:36:47"
25679,6270,643,"2006-01-13 10:54:03"
25730,4787,1035,"2006-03-17 11:09:41"
25730,6223,267,"2006-03-17 12:00:42"
25730,7045,496,"2006-03-17 10:07:25"
25907,5515,587,"2007-12-31 12:44:14"
25907,5857,155,"2007-12-19 11:03:13"
25907,8159,1088,"2007-12-29 16:42:25"
25907,8248,17,"2007-12-31 12:49:17"
25907,8712,852,"2007-12-31 12:47:56"
25907,8741,331,"2007-12-31 10:49:36"
26007,4214,371,"2007-05-08 23:47:22"
26704,7248,887,"2007-09-04 09:46:39"
27307,5897,727,"2007-02-17 01:55:36"
27337,7248,163,"2006-03-22 09:24:38"
27744,7322,503,"2006-03-24 07:07:04"
27951,6594,331,"2008-01-01 15:45:23"
27951,7753,877,"2008-01-01 15:41:42"
28082,4780,780,"2006-06-04 08:29:50"
28122,4214,64,"2008-10-28 04:22:15"
28122,5368,322,"2008-10-28 04:30:21"
28300,5959,926,"2008-03-21 17:13:47"
28300,7756,256,"2008-03-15 14:39:04"
28438,4881,503,"2007-02-20 23:38:33"
28452,5805,336,"2008-09-01 17:01:17"
28481,6777,770,"2007-02-22 14:03:56"
28855,5159,334,"2006-06-03 11:30:17"
28855,5254,334,"2006-06-03 11:24:45"
28855,5283,334,"2006-06-03 11:26:12"
28855,6423,334,"2006-06-03 11:28:25"
28855,7934,334,"2006-06-03 11:24:50"
28855,7942,334,"2006-06-03 11:27:32"
28855,8162,334,"2006-06-03 11:27:54"
28914,7309,1009,"2006-11-20 13:02:52"
29061,8171,155,"2006-01-14 07:45:14"
29137,6763,763,"2008-11-20 06:53:26"
29137,8091,1034,"2008-11-19 16:22:31"
29202,8211,888,"2008-03-04 16:00:13"
29402,4214,244,"2006-04-01 07:05:17"
29421,6439,770,"2008-05-01 01:34:23"
29421,6770,374,"2008-02-16 16:56:24"
29421,7942,886,"2007-04-05 17:15:04"
29421,8051,800,"2007-03-21 12:00:59"
29462,5198,850,"2008-03-28 00:03:56"
29462,5369,850,"2008-03-28 00:02:36"
29462,7050,850,"2008-03-28 00:00:39"
29490,5254,232,"2006-04-01 20:41:03"
29501,8207,368,"2006-08-02 11:23:58"
29501,8211,242,"2006-07-24 19:45:30"
29538,5369,749,"2007-03-08 16:06:41"
29538,7920,800,"2007-03-08 16:05:15"
29559,4155,164,"2006-01-25 13:13:31"
29592,5159,232,"2008-10-29 04:54:44"
29592,5369,741,"2008-10-30 07:08:08"
29592,7934,989,"2008-10-29 04:52:58"
29592,8282,632,"2008-10-29 04:55:10"
29592,8777,1047,"2008-10-29 05:13:11"
29680,4917,370,"2007-02-25 23:46:17"
29680,6426,19,"2007-02-25 23:43:30"
29892,6123,594,"2006-02-11 10:05:33"
30167,4058,732,"2006-09-21 16:58:13"
30167,4076,732,"2006-09-20 15:38:31"
30167,4132,729,"2006-09-23 16:11:33"
30167,4252,731,"2006-09-20 15:25:04"
30167,4297,731,"2006-09-19 23:16:52"
30167,4358,727,"2006-09-20 00:06:50"
30167,4607,731,"2006-09-20 14:02:21"
30167,4626,732,"2006-09-19 23:45:54"
30167,4683,730,"2006-09-22 17:00:00"
30167,4772,732,"2006-09-19 23:49:36"
30167,4787,729,"2006-09-20 23:55:23"
30167,4881,731,"2006-09-20 14:17:14"
30167,4882,732,"2006-09-19 23:12:14"
30167,4922,727,"2006-09-20 13:56:15"
30167,4980,731,"2006-09-20 00:03:44"
30167,4987,729,"2006-09-19 23:40:51"
30167,5016,732,"2006-09-21 18:54:25"
30167,5057,732,"2006-09-20 14:10:38"
30167,5188,732,"2006-09-20 16:33:20"
